fixing_commit,introducing_commit,cve_id,subsystem,fixing_date,introducing_date,fix_subject,files_changed,insertions,deletions
74d5969995d1,62f409560eb2,,memory,2025-11-16 17:28:32 -0800,2022-10-03 14:03:06 -0700,mm/damon/tests/core-kunit: handle alloc failures in damon_test_set_regions(),mm/damon/tests/core-kunit.h,15,2
4f835f4e8c86,4f540f5ab4f2,,memory,2025-11-16 17:28:32 -0800,2022-04-29 14:37:00 -0700,mm/damon/tests/core-kunit: handle alloc failures in damon_test_ops_registration(),mm/damon/tests/core-kunit.h,3,0
eded254cb690,17ccae8bb5c9,,memory,2025-11-16 17:28:32 -0800,2021-09-08 11:50:25 -0700,mm/damon/tests/core-kunit: handle alloc failures on damon_test_split_regions_of(),mm/damon/tests/core-kunit.h,20,0
0998d2757218,17ccae8bb5c9,,memory,2025-11-16 17:28:31 -0800,2021-09-08 11:50:25 -0700,mm/damon/tests/core-kunit: handle alloc failures on dasmon_test_merge_regions_of(),mm/damon/tests/core-kunit.h,6,0
3d443dd29a1d,17ccae8bb5c9,,memory,2025-11-16 17:28:31 -0800,2021-09-08 11:50:25 -0700,mm/damon/tests/core-kunit: handle alloc failures on damon_test_merge_two(),mm/damon/tests/core-kunit.h,10,0
5e80d73f2204,17ccae8bb5c9,,memory,2025-11-16 17:28:31 -0800,2021-09-08 11:50:25 -0700,mm/damon/tests/core-kunit: handle alloc failures on damon_test_split_at(),mm/damon/tests/core-kunit.h,11,0
f79f2fc44ebd,17ccae8bb5c9,,memory,2025-11-16 17:28:31 -0800,2021-09-08 11:50:25 -0700,mm/damon/tests/core-kunit: handle memory alloc failure from damon_test_aggregate(),mm/damon/tests/core-kunit.h,11,0
fafe953de2c6,17ccae8bb5c9,,memory,2025-11-16 17:28:30 -0800,2021-09-08 11:50:25 -0700,mm/damon/tests/core-kunit: handle memory failure from damon_test_target(),mm/damon/tests/core-kunit.h,7,0
e16fdd4f7540,17ccae8bb5c9,,memory,2025-11-16 17:28:30 -0800,2021-09-08 11:50:25 -0700,mm/damon/tests/core-kunit: handle allocation failures in damon_test_regions(),mm/damon/tests/core-kunit.h,6,0
b5ab490d85b7,094fb14913c7,,memory,2025-11-16 17:28:30 -0800,2025-05-22 14:55:38 -0700,mm/damon/tests/core-kunit: fix memory leak in damon_test_set_filters_default_reject(),mm/damon/tests/core-kunit.h,3,0
9fb749cd1507,1b7e90020eb7,,memory,2025-11-16 17:28:19 -0800,2025-03-16 22:06:43 -0700,"mm, swap: do not perform synchronous discard during allocation",mm/swapfile.c,33,7
72f98ef9a4be,26b25a2b98e4,,drivers,2025-11-16 17:28:16 -0800,2019-04-11 17:08:52 +0200,iommu: disable SVA when CONFIG_X86 is set,drivers/iommu/iommu-sva.c,3,0
fe62415c9b0d,20c2df83d25c,,memory,2025-11-16 17:28:15 -0800,2007-07-20 10:11:58 +0900,mm: remove reference to destructor in comment in calculate_sizes(),mm/slub.c,5,5
dfc02531f413,7db551fcfb2a,,memory,2025-11-16 17:28:10 -0800,2025-09-21 14:22:33 -0700,mm/damon/reclaim: use min_sz_region for core address alignment when setting regions,mm/damon/reclaim.c,0,0
e859a224fad6,2e0fe9245d6b,,memory,2025-11-16 17:28:09 -0800,2025-09-21 14:22:33 -0700,mm/damon: add a min_sz_region parameter to damon_set_region_biggest_system_ram_default(),include/linux/damon.h;mm/damon/core.c;mm/damon/lru_sort.c;mm/damon/reclaim.c;mm/damon/stat.c,12,6
9f1edf1aedac,4687fdbb805a,,memory,2025-11-16 17:27:56 -0800,2022-03-21 13:01:36 -0400,mm: readahead: make thp readahead conditional to mmap_miss logic,mm/filemap.c,38,30
590c03ca6a3f,3c6f33b7273a,,memory,2025-11-16 17:27:55 -0800,2023-10-16 15:44:38 -0700,mm/ksm: fix exec/fork inheritance support for prctl,include/linux/ksm.h;mm/ksm.c,19,5
461be3802562,91d1ff322c47,,arch,2025-11-17 08:56:54 +0800,2025-05-09 22:31:15 +0800,arm64: dts: imx95-tqma9596sa: reduce maximum FlexSPI frequency to 66MHz,arch/arm64/boot/dts/freescale/imx95-tqma9596sa.dtsi,0,0
046cb64923e8,91d1ff322c47,,arch,2025-11-17 08:56:36 +0800,2025-05-09 22:31:15 +0800,arm64: dts: imx95-tqma9596sa: fix TPM5 pinctrl node name,arch/arm64/boot/dts/freescale/imx95-tqma9596sa.dtsi,0,0
2196e8172bee,8ad529484937,,sound,2025-11-17 00:45:06 +0000,2025-09-16 14:33:23 +0100,ASoC: codecs: Fix error handling in pm4125 audio codec driver,sound/soc/codecs/pm4125.c,18,3
578ccfe344c5,772ed12bd04e,,sound,2025-11-17 00:45:05 +0000,2025-09-18 22:24:28 +0100,ASoC: codecs: wcd937x: Fix error handling in wcd937x codec driver,sound/soc/codecs/wcd937x.c,34,9
118eb2cb97b8,b42dfed83d95,,drivers,2025-11-16 23:59:11 +0000,2012-03-09 15:03:03 -0700,spi: bcm63xx: drop wrong casts in probe(),drivers/spi/spi-bcm63xx.c,2,2
3524b021b0ec,8650b8a05850,,filesystem,2025-11-16 18:20:11 -0500,2015-02-05 14:35:18 +0100,NFSD/blocklayout: Fix minlength check in proc_layoutget,fs/nfsd/blocklayout.c,3,1
7b090e7b910c,70ddf86d76c1,,arch,2025-11-16 10:37:27 -0700,2025-09-18 17:48:04 -0600,riscv: sbi: Prefer SRST shutdown over legacy,arch/riscv/kernel/sbi.c,5,1
6fe9f3279f7d,d08e973a77d1,,drivers,2025-11-16 17:04:13 +0100,2014-05-19 09:38:25 +0200,can: gs_usb: gs_usb_receive_bulk_callback(): check actual_length before accessing header,drivers/net/can/usb/gs_usb.c,19,7
516a0cd1c03f,d08e973a77d1,,drivers,2025-11-16 17:03:43 +0100,2014-05-19 09:38:25 +0200,can: gs_usb: gs_usb_xmit_callback(): fix handling of failed transmitted URBs,drivers/net/can/usb/gs_usb.c,15,2
30db4451c7f6,429da1cc841b,,drivers,2025-11-16 16:34:41 +0100,2009-05-18 15:41:41 -0700,can: sja1000: fix max irq loop handling,drivers/net/can/sja1000/sja1000.c,2,2
0c73772cd2b8,7259124eac7d,,drivers,2025-11-16 16:23:04 +0100,2018-07-27 10:40:19 +0200,can: kvaser_usb: leaf: Fix potential infinite loop in command parsers,drivers/net/can/usb/kvaser_usb/kvaser_usb_leaf.c,2,2
e89ee35567d3,b237975b2cd5,,arch,2025-11-16 21:10:06 +0800,2024-09-04 17:36:23 +0800,arm64: dts: imx8qm-mek: fix mux-controller select/enable-gpios polarity,arch/arm64/boot/dts/freescale/imx8qm-mek.dts,2,2
1107aac1ad7f,7d138cb269db,,drivers,2025-11-16 21:30:26 +0900,2025-09-16 08:52:18 +0900,firewire: core: fix to update generation field in topology map,drivers/firewire/core-topology.c,2,1
798a401660a1,e24709454c45,,filesystem,2025-11-16 01:35:01 -0500,2023-09-05 21:14:08 -0400,tracefs: fix a leak in eventfs_create_events_dir(),fs/tracefs/event_inode.c,2,1
c460192aae19,fcaac5b42768,,filesystem,2025-11-16 01:35:01 -0500,2025-07-02 22:36:52 -0400,fuse_ctl_add_conn(): fix nlink breakage in case of early failure,fs/fuse/control.c,10,9
91f815b7073d,a8fed1bc03ac,,arch,2025-11-15 15:27:02 -0700,2025-09-18 20:36:00 -0600,riscv: Update MIPS vendor id to 0x127,arch/riscv/include/asm/vendorid_list.h,0,0
4e8cb8e0328a,d809417c5a40,,other,2025-11-15 20:50:29 +0100,2025-10-20 16:55:17 +0200,arm64: dts: rockchip: fixes audio for 100ASK DshanPi A1,.../boot/dts/rockchip/rk3576-100ask-dshanpi-a1.dts,9,14
eaf661552b0f,d809417c5a40,,arch,2025-11-15 20:50:25 +0100,2025-10-20 16:55:17 +0200,arm64: dts: rockchip: fixes vcc3v3_s0 supply for 100ASK DshanPi A1,arch/arm64/boot/dts/rockchip/rk3576-100ask-dshanpi-a1.dts,3,3
1c2a936edd71,78524b05f1a3,,memory,2025-11-15 10:52:02 -0800,2025-03-16 22:06:43 -0700,"mm, swap: fix potential UAF issue for VMA readahead",mm/swap_state.c,13,0
216158f063fe,42187bdc3ca4,,other,2025-11-15 10:52:02 -0800,2023-06-14 12:41:53 -0400,selftests/user_events: fix type cast for write_index packed member in perf_test,tools/testing/selftests/user_events/perf_test.c,0,0
a26ec8f3d4e5,b753522bed0b,,other,2025-11-15 10:52:01 -0800,2025-08-02 12:01:41 -0700,lib/test_kho: check if KHO is enabled,lib/test_kho.c,3,0
f1d47cafe513,58729c04cf10,,memory,2025-11-15 10:52:01 -0800,2025-03-17 22:06:59 -0700,mm/huge_memory: fix folio split check for anon folios in swapcache,mm/huge_memory.c,4,2
00fbff75c5ac,16c6006af4d4,,kernel,2025-11-15 10:52:01 -0800,2023-06-09 17:44:24 -0700,crash: fix crashkernel resource shrink,kernel/crash_core.c,0,0
39231e8d6ba7,7b4f21f5e038,,arch,2025-11-15 10:52:00 -0800,2025-09-21 14:22:02 -0700,mm: fix MAX_FOLIO_ORDER on powerpc configs with hugetlb,arch/powerpc/Kconfig;arch/powerpc/platforms/Kconfig.cputype;include/linux/mm.h;mm/Kconfig,18,4
86ce2a29dd9a,3622990efaab,,other,2025-11-15 09:44:04 -0800,2025-11-11 16:48:35 -0800,perf script: Fix build by removing unused evsel_script(),tools/perf/builtin-script.c,0,5
b0e6871415b2,fe6f45f6ba22,,drivers,2025-11-15 17:28:02 +0000,2021-10-17 16:51:53 +0100,iio: core: Clean up device correctly on iio_device_alloc() failure,drivers/iio/industrialio-core.c,5,5
f5d203467a31,847ec80bbaa7,,drivers,2025-11-15 17:28:02 +0000,2009-09-15 12:02:24 -0700,iio: core: add missing mutex_destroy in iio_dev_release(),drivers/iio/industrialio-core.c,7,2
5bcc5786a0cf,8bc22a2f1bf0,,drivers,2025-11-15 15:29:01 +0100,2024-03-03 14:17:28 +0100,watchdog: starfive: Fix resource leak in probe error path,drivers/watchdog/starfive-wdt.c,3,1
25c0b472eab8,058dfc767008,,drivers,2025-11-15 15:28:10 +0100,2016-09-24 02:10:04 +0200,watchdog: wdat_wdt: Fix ACPI table leak in probe function,drivers/watchdog/wdat_wdt.c,43,21
7d5864dc5d5e,6b9a3584c7ed,,arch,2025-11-15 15:53:56 +0200,2020-05-15 16:50:34 +0200,ARM: dts: microchip: sama5d2: fix spi flexcom fifo size to 32,arch/arm/boot/dts/microchip/sama5d2.dtsi,5,5
ba9eb9b86d23,621191d709b1,,drivers,2025-11-15 06:18:17 +0000,2025-03-21 18:24:22 +0000,mshv: Fix create memory region overlap check,drivers/hv/mshv_root_main.c,11,20
510164539f16,d4dccf353db8,,drivers,2025-11-15 06:18:15 +0000,2021-10-28 11:22:23 +0000,Drivers: hv: Free msginfo when the buffer fails to decrypt,drivers/hv/channel.c,18,6
4cc1aa469cd6,621191d709b1,,drivers,2025-11-15 06:18:14 +0000,2025-03-21 18:24:22 +0000,mshv: Fix deposit memory in MSHV_ROOT_HVCALL,drivers/hv/mshv_root_main.c;include/asm-generic/mshyperv.h,44,31
d946f3c98328,34b2021cc616,,networking,2025-11-14 18:49:18 -0800,2021-02-13 01:15:28 +0100,bpf: Check skb->transport_header is set in bpf_skb_check_mtu,net/core/filter.c,6,3
5442a9da6978,dc82a33297fc,,drivers,2025-11-14 18:16:53 -0800,2025-04-28 14:06:58 -0700,veth: more robust handing of race to avoid txq getting stuck,drivers/net/veth.c,20,18
dfe28c4167a9,b2d0f5d5dc53,,networking,2025-11-14 18:13:24 -0800,2017-11-08 16:12:33 +0900,net: openvswitch: remove never-working support for setting nsh fields,net/openvswitch/actions.c;net/openvswitch/flow_netlink.c;net/openvswitch/flow_netlink.h,9,125
035bca3f017e,3b1d6210a957,,networking,2025-11-14 18:12:35 -0800,2020-03-29 22:14:48 -0700,mptcp: fix race condition in mptcp_schedule_work(),net/mptcp/protocol.c,12,7
b0c959fec18f,3fc0c51905fb,,drivers,2025-11-14 18:01:32 -0800,2022-07-26 13:56:36 -0700,net: mlxsw: linecards: fix missing error check in mlxsw_linecard_devlink_info_get(),drivers/net/ethernet/mellanox/mlxsw/core_linecards.c,2,0
e6751b0b19a6,7d9ee2e8ff15,,drivers,2025-11-14 17:46:32 -0800,2020-11-05 14:04:50 -0800,net: dsa: hellcreek: fix missing error handling in LED registration,drivers/net/dsa/hirschmann/hellcreek_ptp.c,12,2
c13339039891,ab8b7f0cb358,,other,2025-11-14 17:02:25 -0800,2020-01-15 11:44:51 -0800,selftests/bpf: Fix failure paths in send_signal test,tools/testing/selftests/bpf/prog_tests/send_signal.c,5,0
d3fe9aa49585,3e89a8c68354,,gpu,2025-11-15 00:36:09 +0100,2025-07-08 17:44:08 +0200,drm/rockchip: vop2: Use OVL_LAYER_SEL configuration instead of use win_mask calculate used layers,drivers/gpu/drm/rockchip/rockchip_vop2_reg.c,42,7
7d7bb790aced,2048e3286f34,,gpu,2025-11-15 00:20:12 +0100,2014-12-02 17:29:03 +0800,drm/rockchip: Set VOP for the DRM DMA device,drivers/gpu/drm/rockchip/rockchip_drm_drv.c,3,0
fea3f5e83c5c,00963a2e75a8,,kernel,2025-11-14 13:31:30 -0800,2022-07-22 22:04:37 +0200,bpf: Handle return value of ftrace_set_filter_ip in register_fentry,kernel/bpf/trampoline.c,3,1
c1da3df7191f,4223bf833c84,,kernel,2025-11-14 13:06:47 -0800,2025-08-22 11:44:09 -0700,bpf: Prevent nesting overflow in bpf_try_get_buffers,kernel/bpf/helpers.c,3,0
5abb6ccb58f0,c132be2c4fcc,,kernel,2025-11-14 14:30:55 -0500,2024-06-04 10:36:52 -0400,tracing: Have function graph tracer option sleep-time be per instance,kernel/trace/fgraph.c;kernel/trace/ftrace.c;kernel/trace/trace.h;kernel/trace/trace_functions_graph.c,60,23
6479325eca01,c132be2c4fcc,,kernel,2025-11-14 14:30:54 -0500,2024-06-04 10:36:52 -0400,tracing: Have function graph tracer option funcgraph-irqs be per instance,kernel/trace/trace_functions_graph.c,31,10
d81d9d389b9b,ec4a3992bc0b,,other,2025-11-14 20:20:34 +0100,2025-08-14 11:21:17 -0700,kbuild: don't enable CC_CAN_LINK if the dummy program generates warnings,scripts/cc-can-link.sh,0,0
91c4c89db414,8bb705e3e79d,,drivers,2025-11-14 12:31:55 -0600,2017-10-25 16:07:31 -0500,PCI: Prevent resource tree corruption when BAR resize fails,drivers/pci/setup-bus.c,5,0
b0c8e6d3d866,2793a8b015f7,,kernel,2025-11-14 09:26:05 -0800,2023-10-23 21:49:31 -0700,bpf: account for current allocated stack depth in widen_imprecise_scalars(),kernel/bpf/verifier.c,4,2
660b299bed2a,b6bcbce33596,,gpu,2025-11-14 18:21:11 +0100,2025-08-11 12:24:43 +0200,"Revert ""drm/tegra: dsi: Clear enable register if powered by bootloader""",drivers/gpu/drm/tegra/dsi.c,0,9
6cbab9f0da72,e09db97889ec,,gpu,2025-11-14 18:17:51 +0100,2022-07-08 16:27:52 +0200,drm/tegra: Add call to put_pid(),drivers/gpu/drm/tegra/uapi.c,5,2
23a29a81b44e,d6ace46c82fd,,arch,2025-11-14 18:05:14 +0100,2025-09-25 14:47:05 -0400,ARM: tegra: Enable EXT4 for Tegra,arch/arm/configs/tegra_defconfig,3,7
4c5376b4b143,a31500fe7055,,gpu,2025-11-14 17:58:26 +0100,2021-03-30 19:40:43 +0200,drm/tegra: dc: Fix reference leak in tegra_dc_couple(),drivers/gpu/drm/tegra/dc.c,0,0
4ef927436258,ec624fe740b4,,networking,2025-11-14 08:56:49 -0800,2021-12-17 18:06:35 -0800,bpf: Add bpf_prog_run_data_pointers(),include/linux/filter.h;net/sched/act_bpf.c;net/sched/cls_bpf.c,24,8
ec33b59542d9,bdfedb76f4f5,,memory,2025-11-14 17:55:23 +0100,2015-04-15 16:35:18 -0700,mm/mempool: fix poisoning order>0 pages with HIGHMEM,mm/mempool.c,26,6
500e1368e469,89c788bab1f0,,drivers,2025-11-14 17:49:12 +0100,2012-05-08 13:30:49 -0600,amba: tegra-ahb: Fix device leak on SMMU enable,drivers/amba/tegra-ahb.c,0,0
ce27c9c21296,2b2dbc2f94e5,,drivers,2025-11-14 17:17:33 +0100,2019-02-06 14:29:23 +0100,soc/tegra: fuse: speedo-tegra210: Update speedo IDs,drivers/soc/tegra/fuse/speedo-tegra210.c,43,19
79bd8c9814a2,6e0a48552b8c,,drivers,2025-11-14 09:10:16 -0700,2021-08-02 13:37:27 -0600,"ps3disk: use memcpy_{from,to}_bvec index",drivers/block/ps3disk.c,4,0
e0fd4d42e27f,ec2d0c04624b,,kernel,2025-11-14 16:58:31 +0100,2025-03-13 12:07:18 +0100,posix-timers: Plug potential memory leak in do_timer_create(),kernel/time/posix-timers.c,6,6
14473a1f8859,832f15f42646,,drivers,2025-11-14 16:52:34 +0100,2023-04-08 11:26:24 +0100,irqchip/riscv-intc: Add missing free() callback in riscv_intc_domain_ops,drivers/irqchip/irq-riscv-intc.c,2,1
c87f820bc474,972167c69080,,drivers,2025-11-14 16:11:19 +0100,2024-02-01 15:58:05 +0100,soc/tegra: fuse: Do not register SoC device on ACPI boot,drivers/soc/tegra/fuse/fuse-tegra.c,0,2
d9792823d18f,a106ed98af68,,gpu,2025-11-14 16:59:27 +0200,2023-12-05 22:14:33 +0300,drm/msm/dpu: drop dpu_hw_dsc_destroy() prototype,drivers/gpu/drm/msm/disp/dpu1/dpu_hw_dsc.h,0,6
31475b88110c,0807b856521f,,arch,2025-11-14 15:58:20 +0100,2023-02-14 11:45:39 +0100,s390/mm: Fix __ptep_rdp() inline assembly,arch/s390/include/asm/pgtable.h;arch/s390/mm/pgtable.c,7,9
9c92d36b0b1e,9380e0a1d449,,arch,2025-11-14 08:51:15 -0600,2025-05-19 15:33:48 -0500,arm64: dts: qcom: qrb2210-rb1: Fix UART3 wakeup IRQ storm,arch/arm64/boot/dts/qcom/qrb2210-rb1.dts,0,0
a03b2011808a,21d28cd2fa5f,,drivers,2025-11-14 15:19:39 +0100,2023-08-09 19:58:05 +0200,cpuidle: governors: teo: Drop misguided target residency check,drivers/cpuidle/governors/teo.c,2,5
37339122a780,7d138cb269db,,drivers,2025-11-14 23:18:50 +0900,2025-09-16 08:52:18 +0900,firewire: core: Initialize topology_map.lock,drivers/firewire/core-card.c,2,0
71c814e98696,9ac8d17694b6,,drivers,2025-11-14 13:54:41 +0000,2022-06-07 13:57:07 +0100,spi: microchip: rename driver file and internal identifiers,drivers/spi/Kconfig;drivers/spi/Makefile;drivers/spi/{spi-microchip-core.c => spi-mpfs.c},115,113
9407d138b8d5,e5c04d0f3ea0,,other,2025-11-14 14:39:36 +0100,2025-09-20 18:11:55 +0200,selftests/futex: Add newline to ksft_exit_fail_msg(),tools/testing/selftests/futex/functional/futex_wait.c,3,3
2d98144440f0,d35ca2f64272,,other,2025-11-14 14:39:36 +0100,2025-09-20 18:11:55 +0200,selftests/futex: Remove unused test_futex_mpol(),tools/testing/selftests/futex/functional/futex_numa_mpol.c,0,5
dd14022a7ce9,50cef76d5cb0,,arch,2025-11-14 14:04:49 +0100,2025-02-22 11:46:05 +0100,"x86/microcode/AMD: Add Zen5 model 0x44, stepping 0x1 minrev",arch/x86/kernel/cpu/microcode/amd.c,0,0
5654889a94b0,7540629e2fc7,,arch,2025-11-14 14:13:07 +0200,2021-07-19 15:27:14 +0200,ARM: dts: microchip: sama7g5: fix uart fifo size to 32,arch/arm/boot/dts/microchip/sama7g5.dtsi,2,2
1f591be0a02c,261dcfad1b59,,arch,2025-11-14 14:13:06 +0200,2025-01-07 19:32:55 +0200,ARM: dts: microchip: sama7d65: fix uart fifo size to 32,arch/arm/boot/dts/microchip/sama7d65.dtsi,3,3
cc7d6c65b8df,885fc8ac0a4d,,kernel,2025-11-14 13:10:38 +0100,2025-09-19 14:26:14 +0200,nstree: fix kernel-doc comments for internal functions,kernel/nstree.c,3,2
e1a97a627cd0,607b9fb2ce24,,arch,2025-11-14 13:02:11 +0100,2025-10-28 12:37:49 +0100,x86/CPU/AMD: Add additional fixed RDSEED microcode revisions,arch/x86/kernel/cpu/amd.c,7,0
5f7ff902e7f3,62099abf67a2,,drivers,2025-11-14 11:56:14 +0100,2012-06-15 12:56:53 +0200,pwm: Use %u to printf unsigned int pwm_chip::npwm and pwm_chip::id,drivers/pwm/core.c,0,0
f84fd5bec502,75024f97e82e,,drivers,2025-11-14 11:55:56 +0100,2025-07-01 21:50:51 +0100,pwm: adp5585: Correct mismatched pwm chip info,drivers/pwm/pwm-adp5585.c,2,2
14e4e4175b64,dcd3e1de9d17,,arch,2025-11-14 11:34:27 +0100,2024-02-16 14:30:17 +0100,s390/fpu: Fix false-positive kmsan report in fpu_vstl(),arch/s390/include/asm/fpu-insn.h,3,0
76ce17f6f7f7,ea7a5cbb4369,,drivers,2025-11-14 18:15:49 +0800,2023-12-15 17:52:53 +0800,crypto: iaa - Fix incorrect return value in save_iaa_wq(),drivers/crypto/intel/iaa/iaa_crypto_main.c,0,0
d52e9b884374,57d67c6e8219,,drivers,2025-11-14 18:15:48 +0800,2022-10-28 12:36:33 +0800,crypto: rockchip - drop redundant crypto_skcipher_ivsize() calls,drivers/crypto/rockchip/rk3288_crypto_skcipher.c,1,2
a55ef3bff84f,980ebd25794f,,networking,2025-11-14 10:12:36 +0100,2006-03-20 19:16:40 -0800,xfrm: fix memory leak in xfrm_add_acquire(),net/xfrm/xfrm_user.c,3,0
22f0ae971cf5,cad2492de91c,,arch,2025-11-14 09:25:56 +0100,2025-05-14 10:36:15 +0200,arm64: dts: st: Add memory-region-names property for stm32mp257f-ev1,arch/arm64/boot/dts/st/stm32mp257f-ev1.dts,0,0
c1932fb85af8,0012e0fa221b,,other,2025-11-13 23:22:34 -0800,2025-10-15 23:59:11 +0900,perf vendor metrics s390: Avoid has_event(INSTRUCTIONS),tools/perf/pmu-events/arch/s390/cf_z16/transaction.json;tools/perf/pmu-events/arch/s390/cf_z17/transaction.json,8,8
762dd3eb0c0f,ae4d721ce100,,gpu,2025-11-14 05:51:39 +0200,2022-05-02 02:13:00 +0300,drm/msm/dpu: Remove dead-code in dpu_encoder_helper_reset_mixers(),drivers/gpu/drm/msm/disp/dpu1/dpu_encoder.c,0,3
407a06507c23,7c1b8eb175b6,,drivers,2025-11-13 17:25:33 -0800,2017-03-12 23:50:15 -0700,mlxsw: spectrum: Fix memory leak in mlxsw_sp_flower_stats(),drivers/net/ethernet/mellanox/mlxsw/spectrum_flower.c,4,2
f796a8dec9be,6e9e2eed4f39,,networking,2025-11-13 17:23:21 -0800,2024-12-16 12:51:41 +0000,net: core: prevent NULL deref in generic_hwtstamp_ioctl_lower(),net/core/dev_ioctl.c,3,0
b5414520793e,b6bc755d806e,,arch,2025-11-14 00:15:33 +0100,2023-10-10 02:06:11 +0200,arm64: dts: rockchip: fix PCIe 3.3V regulator voltage on orangepi-5,arch/arm64/boot/dts/rockchip/rk3588s-orangepi-5.dts,2,2
baa18d577cd4,6173ef24b35b,,arch,2025-11-14 00:08:14 +0100,2024-02-28 13:12:26 +0100,arm64: dts: rockchip: disable HS400 on RK3588 Tiger,arch/arm64/boot/dts/rockchip/rk3588-tiger.dtsi,1,3
9c79c9e03547,d809417c5a40,,arch,2025-11-14 00:02:06 +0100,2025-10-20 16:55:17 +0200,arm64: dts: rockchip: fixes ethernet for 100ASK DshanPi A1,arch/arm64/boot/dts/rockchip/rk3576-100ask-dshanpi-a1.dts,7,8
0b822c59c826,d809417c5a40,,other,2025-11-14 00:02:06 +0100,2025-10-20 16:55:17 +0200,arm64: dts: rockchip: fixes regulator for 100ASK DshanPi A1,.../boot/dts/rockchip/rk3576-100ask-dshanpi-a1.dts,3,43
264152a97edf,57b1ce903966,,arch,2025-11-13 23:55:53 +0100,2024-10-22 16:10:25 +0200,arm64: dts: rockchip: drop reset from rk3576 i2c9 node,arch/arm64/boot/dts/rockchip/rk3576.dtsi,0,2
260316d35cf8,ee219017ddb5,,arch,2025-11-13 23:28:24 +0100,2024-05-03 13:32:41 +0200,arm64: dts: rockchip: Add eeprom vcc-supply for Radxa ROCK 3C,arch/arm64/boot/dts/rockchip/rk3566-rock-3c.dts,0,0
3069ff1930aa,89c880808cff,,arch,2025-11-13 23:28:24 +0100,2023-07-11 15:24:30 +0200,arm64: dts: rockchip: Add eeprom vcc-supply for Radxa ROCK 5A,arch/arm64/boot/dts/rockchip/rk3588s-rock-5a.dts,2,1
92e6e0b0e595,89c880808cff,,arch,2025-11-13 23:28:23 +0100,2023-07-11 15:24:30 +0200,arm64: dts: rockchip: Move the EEPROM to correct I2C bus on Radxa ROCK 5A,arch/arm64/boot/dts/rockchip/rk3588s-rock-5a.dts,6,6
c77b3b79a92e,0b4f33def7bb,,networking,2025-11-13 13:11:15 -0800,2020-04-02 06:59:21 -0700,mptcp: Fix proto fallback detection with BPF,net/mptcp/protocol.c,4,2
4da3768e1820,6ef88d6e36c2,,arch,2025-11-13 13:03:19 -0800,2022-06-08 04:46:50 -0400,KVM: SVM: Don't skip unrelated instruction if INT3/INTO is replaced,arch/x86/include/asm/kvm_host.h;arch/x86/kvm/svm/svm.c;arch/x86/kvm/x86.c,43,11
b72b8132d8fd,95931d9a594d,,other,2025-11-13 17:55:19 -0300,2025-10-02 15:39:44 -0300,perf libbfd: Ensure libbfd is initialized prior to use,tools/perf/util/libbfd.c;tools/perf/util/mutex.c;tools/perf/util/mutex.h,50,4
c432180a7d95,2da2740fb9c8,,drivers,2025-11-13 21:21:30 +0100,2025-08-20 08:35:55 +0200,soc: renesas: rz-sysc: Populate readable_reg/writeable_reg in regmap config,drivers/soc/renesas/r9a08g045-sysc.c;drivers/soc/renesas/r9a09g047-sys.c;drivers/soc/renesas/r9a09g056-sys.c;drivers/soc/renesas/r9a09g057-sys.c;drivers/soc/renesas/rz-sysc.c;drivers/soc/renesas/rz-sysc.h,323,0
4ff787433ba6,2da2740fb9c8,,drivers,2025-11-13 21:21:30 +0100,2025-08-20 08:35:55 +0200,soc: renesas: r9a09g056-sys: Populate max_register,drivers/soc/renesas/r9a09g056-sys.c,0,0
d0206db94b36,53b00ff358dc,,other,2025-11-13 17:17:41 -0300,2025-07-25 10:37:56 -0700,perf lock: Fix segfault due to missing kernel map,tools/perf/builtin-lock.c,2,0
a09e5967ad68,970ae8630771,,other,2025-11-13 17:16:34 -0300,2025-06-24 10:27:50 -0700,perf build: Don't fail fast path feature detection when binutils-devel is not available,tools/build/feature/Makefile;tools/perf/Makefile.config,4,5
85c894a80ac4,f0d0f978f3f5,,other,2025-11-13 17:16:33 -0300,2025-06-25 12:37:41 -0700,perf header: Write bpf_prog (infos|btfs)_cnt to data file,tools/perf/util/header.c,2,8
e29aa918a928,c132be2c4fcc,,kernel,2025-11-13 15:08:17 -0500,2024-06-04 10:36:52 -0400,tracing: Have function graph tracer define options per instance,kernel/trace/trace_functions_graph.c,11,7
e65b871c9b5a,8ad529484937,,sound,2025-11-13 19:30:40 +0000,2025-09-16 14:33:23 +0100,ASoC: codecs: pm4125: Remove irq_chip on component unbind,sound/soc/codecs/pm4125.c,2,0
fd94857a934c,8ad529484937,,sound,2025-11-13 19:30:39 +0000,2025-09-16 14:33:23 +0100,ASoC: codecs: pm4125: Fix potential conflict when probing two devices,sound/soc/codecs/pm4125.c,12,5
cbcff934fa7d,989b09b73978,,memory,2025-11-13 19:56:46 +0100,2025-09-29 09:21:16 +0200,mm/slub: fix memory leak in free_to_pcs_bulk(),mm/slub.c,6,2
7c63b5a8ed97,510c46884299,,sound,2025-11-13 18:54:20 +0000,2023-09-11 01:24:05 +0100,ASoC: codecs: lpass-tx-macro: fix SM6115 support,sound/soc/codecs/lpass-tx-macro.c,2,1
